taxonomy	Av_abun	Log_av_abun	No_Samp	Total_Samp	Perc_occu	sum_DU1	sum_WF	sum_RI	IN_DU1	IN_WF	IN_RI	No_Sites	Site	Gills_Sum	Stomach_Sum	Gills_PA	Stomach_PA	Habitat_sum	Habitat	OTU_Name	Of_interest
k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Flammeovirgaceae: g__Flammeovirga: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo554518	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HTCC2188: f__HTCC2089: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo555008	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__[Tissierellaceae]: g__Finegoldia: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo555125	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo555183	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Shewanellaceae: g__Shewanella: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo555305	No
k__Bacteria: p__Bacteroidetes: c__[Rhodothermi]: o__[Rhodothermales]: f__Rhodothermaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo555843	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo556187	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo557243	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo557320	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo557444	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Sediminicola: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	1	0	1	0	1	Gills	denovo557969	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__[Acidaminobacteraceae]: g__Guggenheimella: s__	1.15625	0.063051746	10	64	0.15625	8	2	0	1	1	0	3	DUWF	4	6	1	1	2	Both	denovo533915	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfococcus: s__	1.046875	0.019894829	9	64	0.140625	8	1	0	1	1	0	3	DUWF	1	8	1	1	2	Both	denovo845653	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Phyllobacteriaceae	0.296875	-0.527426373	8	64	0.125	7	1	0	1	1	0	3	DUWF	1	6	1	1	2	Both	denovo826855	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__: g__: s__	0.1875	-0.726998728	7	64	0.109375	5	1	0	1	1	0	3	DUWF	3	3	1	1	2	Both	denovo574543	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	0.109375	-0.961081934	6	64	0.09375	5	1	0	1	1	0	3	DUWF	3	2	1	1	2	Both	denovo342333	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Piscirickettsiaceae: g__: s__	0.125	-0.903089987	6	64	0.09375	4	2	0	1	1	0	3	DUWF	3	3	1	1	2	Both	denovo855095	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__Endozoicimonaceae: g__: s__	0.25	-0.602059991	6	64	0.09375	5	1	0	1	1	0	3	DUWF	5	0	1	0	1	Gills	denovo77259	No
k__Bacteria: p__OP8: c__OP8_2: o__: f__: g__: s__	0.21875	-0.660051938	5	64	0.078125	3	2	0	1	1	0	3	DUWF	1	4	1	1	2	Both	denovo183720	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.140625	-0.851937465	5	64	0.078125	2	2	0	1	1	0	3	DUWF	1	4	1	1	2	Both	denovo329923	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.125	-0.903089987	5	64	0.078125	4	1	0	1	1	0	3	DUWF	1	4	1	1	2	Both	denovo486494	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.09375	-1.028028724	5	64	0.078125	4	1	0	1	1	0	3	DUWF	1	4	1	1	2	Both	denovo593390	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Piscirickettsiaceae: g__: s__	0.140625	-0.851937465	5	64	0.078125	4	1	0	1	1	0	3	DUWF	2	1	1	1	2	Both	denovo555296	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.078125	-1.10720997	5	64	0.078125	2	2	0	1	1	0	3	DUWF	2	2	1	1	2	Both	denovo134726	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.109375	-0.961081934	5	64	0.078125	4	1	0	1	1	0	3	DUWF	2	2	1	1	2	Both	denovo281607	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.109375	-0.961081934	5	64	0.078125	4	1	0	1	1	0	3	DUWF	2	2	1	1	2	Both	denovo832886	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Verrucomicrobium: s__	0.125	-0.903089987	5	64	0.078125	2	3	0	1	1	0	3	DUWF	2	3	1	1	2	Both	denovo689160	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__[Acidaminobacteraceae]: g__: s__	0.359375	-0.444452138	5	64	0.078125	4	1	0	1	1	0	3	DUWF	2	3	1	1	2	Both	denovo801074	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HOC36: f__: g__: s__	0.09375	-1.028028724	5	64	0.078125	4	1	0	1	1	0	3	DUWF	2	3	1	1	2	Both	denovo850920	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.140625	-0.851937465	5	64	0.078125	3	2	0	1	1	0	3	DUWF	3	2	1	1	2	Both	denovo169405	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.109375	-0.961081934	5	64	0.078125	4	1	0	1	1	0	3	DUWF	4	1	1	1	2	Both	denovo114438	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__: g__: s__	0.09375	-1.028028724	5	64	0.078125	2	3	0	1	1	0	3	DUWF	4	1	1	1	2	Both	denovo398218	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfovibrionales: f__Desulfovibrionaceae: g__Desulfovibrio: s__	0.171875	-0.764787289	4	64	0.0625	3	1	0	1	1	0	3	DUWF	0	4	0	1	1	Stomach	denovo934956	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Aeromonadales: f__Aeromonadaceae: g__: s__	0.078125	-1.10720997	4	64	0.0625	3	1	0	1	1	0	3	DUWF	1	3	1	1	2	Both	denovo238309	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Thiotrichaceae: g__Cocleimonas: s__	0.078125	-1.10720997	4	64	0.0625	3	1	0	1	1	0	3	DUWF	1	3	1	1	2	Both	denovo577805	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Thiotrichaceae: g__: s__	0.078125	-1.10720997	4	64	0.0625	3	1	0	1	1	0	3	DUWF	1	3	1	1	2	Both	denovo681123	No
k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Fusobacteriaceae: g__Fusobacterium: s__	0.6875	-0.162727297	4	64	0.0625	3	1	0	1	1	0	3	DUWF	2	1	1	1	2	Both	denovo171175	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.0625	-1.204119983	4	64	0.0625	3	1	0	1	1	0	3	DUWF	2	1	1	1	2	Both	denovo519250	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.078125	-1.10720997	4	64	0.0625	3	1	0	1	1	0	3	DUWF	2	1	1	1	2	Both	denovo661412	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__Pseudomonas: s__	0.0625	-1.204119983	4	64	0.0625	2	1	0	1	1	0	3	DUWF	2	2	1	1	2	Both	denovo622320	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.109375	-0.961081934	4	64	0.0625	3	1	0	1	1	0	3	DUWF	2	2	1	1	2	Both	denovo756162	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.0625	-1.204119983	4	64	0.0625	2	2	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo202933	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__Lewinella: s__cohaerens	0.1875	-0.726998728	4	64	0.0625	1	3	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo423148	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Myxococcales: f__Nannocystaceae: g__Plesiocystis: s__	0.09375	-1.028028724	4	64	0.0625	1	3	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo423589	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.0625	-1.204119983	4	64	0.0625	3	1	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo437039	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__Caldilineales: f__Caldilineaceae: g__: s__	0.078125	-1.10720997	4	64	0.0625	3	1	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo504675	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.0625	-1.204119983	4	64	0.0625	3	1	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo516898	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.0625	-1.204119983	4	64	0.0625	3	1	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo706131	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.0625	-1.204119983	4	64	0.0625	3	1	0	1	1	0	3	DUWF	3	1	1	1	2	Both	denovo912535	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Rickettsiaceae: g__: s__	0.375	-0.425968732	4	64	0.0625	2	2	0	1	1	0	3	DUWF	4	0	1	0	1	Gills	denovo19786	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.0625	-1.204119983	4	64	0.0625	2	2	0	1	1	0	3	DUWF	4	0	1	0	1	Gills	denovo107566	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Polaribacter: s__	0.078125	-1.10720997	4	64	0.0625	3	1	0	1	1	0	2	DUWF	4	0	1	0	1	Gills	denovo112874	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo944976	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__SB.1: g__: s__	0.4375	-0.359021943	3	64	0.046875	2	1	0	1	1	0	2	DUWF	0	3	0	1	1	Stomach	denovo894032	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	0	3	0	1	1	Stomach	denovo894808	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	0	3	0	1	1	Stomach	denovo897550	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.0625	-1.204119983	3	64	0.046875	2	1	0	1	1	0	2	DUWF	0	3	0	1	1	Stomach	denovo926815	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo478307	No
k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Micrococcaceae: g__Micrococcus: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo846289	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	1	2	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo294514	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo420388	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Caulobacterales: f__Caulobacteraceae: g__: s__	0.078125	-1.10720997	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo423352	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo435733	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo587609	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.078125	-1.10720997	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo847607	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Polaribacter: s__	0.046875	-1.329058719	3	64	0.046875	1	2	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo850023	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__Rubellimicrobium: s__	0.078125	-1.10720997	3	64	0.046875	1	2	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo850614	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Planctomycetales: f__Planctomycetaceae: g__Planctomyces: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	1	2	1	1	2	Both	denovo857069	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__UA01: f__: g__: s__	0.078125	-1.10720997	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo6033	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Alteromonadaceae	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo29610	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo40081	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Alteromonadaceae: g__: s__	0.203125	-0.692236622	3	64	0.046875	1	2	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo116678	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bacteriovoracaceae: g__Bacteriovorax: s__	0.078125	-1.10720997	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo146154	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bacteriovoracaceae: g__: s__	0.078125	-1.10720997	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo157136	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__	0.0625	-1.204119983	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo165795	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo184540	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	0.078125	-1.10720997	3	64	0.046875	1	2	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo246256	No
k__Bacteria: p__Cyanobacteria: c__Oscillatoriophycideae: o__Oscillatoriales: f__Phormidiaceae: g__: s__	0.453125	-0.343781976	3	64	0.046875	1	2	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo286830	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo453328	No
k__Bacteria: p__Cyanobacteria: c__: o__: f__: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo470259	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__: s__	0.0625	-1.204119983	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo529726	No
k__Bacteria: p__Actinobacteria: c__Acidimicrobiia: o__Acidimicrobiales: f__Microthrixaceae: g__: s__	0.078125	-1.10720997	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo532921	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo566454	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfuromonadales: f__Desulfuromonadaceae: g__: s__	0.203125	-0.692236622	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo763729	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfococcus: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo836048	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo842490	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Rhodocyclales: f__Rhodocyclaceae	0.09375	-1.028028724	3	64	0.046875	2	1	0	1	1	0	2	DUWF	2	1	1	1	2	Both	denovo862182	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	3	0	1	0	1	Gills	denovo164	No
k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	3	0	1	0	1	Gills	denovo17718	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.046875	-1.329058719	3	64	0.046875	2	1	0	1	1	0	2	DUWF	3	0	1	0	1	Gills	denovo83121	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__[Marinicellales]: f__[Marinicellaceae]: g__: s__	0.09375	-1.028028724	3	64	0.046875	1	2	0	1	1	0	2	DUWF	3	0	1	0	1	Gills	denovo126016	No
k__Bacteria: p__Bacteroidetes: c__[Rhodothermi]: o__[Rhodothermales]: f__Rhodothermaceae: g__Rubricoccus: s__	0.0625	-1.204119983	3	64	0.046875	1	2	0	1	1	0	2	DUWF	3	0	1	0	1	Gills	denovo185249	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bacteriovoracaceae: g__Bacteriovorax: s__	0.078125	-1.10720997	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	1	0	1	1	Stomach	denovo755848	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales	0.078125	-1.10720997	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	1	0	1	1	Stomach	denovo759390	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo738689	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__: s__	0.125	-0.903089987	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo751065	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo775443	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.109375	-0.961081934	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo777111	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo781948	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo783022	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__: s__	0.15625	-0.806179974	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo787648	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__[Acidaminobacteraceae]: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo813254	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo832508	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo841048	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo853462	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfovibrionales: f__Desulfovibrionaceae: g__Desulfovibrio: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo868605	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo872879	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.09375	-1.028028724	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo875292	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.078125	-1.10720997	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo875999	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo877303	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo899782	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	0	2	0	1	1	Stomach	denovo923820	No
k__Bacteria: p__Bacteroidetes: c__Sphingobacteriia: o__Sphingobacteriales: f__: g__: s__	0.078125	-1.10720997	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	0	1	0	1	Gills	denovo123715	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HTCC2188: f__HTCC2089: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	0	1	0	1	Gills	denovo157766	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	0	1	0	1	Gills	denovo268473	No
k__Bacteria: p__WS3: c__PRR.12: o__GN03: f__: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo380073	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo385641	No
